tipo	identificador	sha256	bytes	localizacion
fuente	F15	7b8925746b44983a7b305a7da2277ae6cb927a6f5c621a2afab14082bdbaa5e7	371002	https://raw.githubusercontent.com/juantoniolloretegea/SV-lenguaje-de-computacion/7d6ecaa7d56b786ff194379417fef2ec2f0952df/docs/calidad/REGISTRO_EVOLUCION_TECNICA_PROYECTO.md
fuente	F16	dbf11144ff616868ae4f5a01d004923d528ab65c3e3cc5d2207519cd2e2adc1b	10847	https://raw.githubusercontent.com/juantoniolloretegea/SV-lenguaje-de-computacion/7d6ecaa7d56b786ff194379417fef2ec2f0952df/docs/calidad/tuberias-ia/continuacion-15-09-2026/inicio.md
fuente	F17	0054a9f21908e9f9ab6b24ea1bb813c20e9436469a9be92a2aff66c832df3643	67467	https://raw.githubusercontent.com/juantoniolloretegea/SV-lenguaje-de-computacion/7d6ecaa7d56b786ff194379417fef2ec2f0952df/docs/calidad/tuberias-ia/continuacion-15-09-2026/PARTE_ALCANCE_PRIVACIDAD_SEGURIDAD_Y_OP_CYB_001_2026_09_15.md
expediente	encargos/LP-AUD-0001/v1/ENCARGO_COMUN.md	79655416ac99a77f8ba030246f80929c0f03aa8c2bdd1c94f7fb7f16d1207723	6223	encargos/LP-AUD-0001/v1/ENCARGO_COMUN.md
expediente	encargos/LP-AUD-0001/v1/FUENTES.tsv	74359260c427bac4c6693155ded5b793f79cf27c7c15707c3a2525851af3b76d	8388	encargos/LP-AUD-0001/v1/FUENTES.tsv
expediente	encargos/LP-AUD-0001/v1/grok/LEAME.md	a4f60f586d7a0b7bebedf9d66fbda4bdec300b24bd14da1f87b7a13429e42941	1153	encargos/LP-AUD-0001/v1/grok/LEAME.md
expediente	encargos/LP-AUD-0001/v1/claude/LEAME.md	7aa405c82cbfc8baabe0f4f24230dee4c62a71d92b8c9c1455fef3df8daa930d	1159	encargos/LP-AUD-0001/v1/claude/LEAME.md
expediente	fichas/estado-canonico/v1.md	d6df620123036e1b7108a284bae1b9d1c05f3fea07c160b7605f6251451a82d6	4102	fichas/estado-canonico/v1.md
expediente	fichas/mapa-fuentes/v1.md	984f74452dcfaabd4a2b2726a6fb97a70c6cd57208a02f245ca9dc50e2a5c684	2052	fichas/mapa-fuentes/v1.md
expediente	fichas/estado-canonico/v2.md	f406326aaa1f64f580b32a8c11bb188ac8cda53a55d38b298d0f10257b61c8b1	4195	fichas/estado-canonico/v2.md
expediente	fichas/mapa-fuentes/v2.md	eccee6d80b85f42573512888692998e0fadacfbd1e8e9ee86be472c72801d73e	1497	fichas/mapa-fuentes/v2.md
